,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,201585,2008-09,00,1610612762,UTA,20.0,48,7,565.0,94,185,0.508,0,0,0.0,36,51,0.706,50,88,138,20,12,31,26,70,224
1,201585,2009-10,00,1610612762,UTA,21.0,36,0,172.0,22,47,0.468,0,0,0.0,9,15,0.6,16,29,45,6,2,4,15,26,53
2,201585,2010-11,00,1610612750,MIN,22.0,39,1,336.0,47,108,0.435,0,2,0.0,12,24,0.5,42,55,97,7,8,20,25,50,106
3,201585,2010-11,00,1610612743,DEN,22.0,11,1,98.0,21,42,0.5,0,0,0.0,12,19,0.632,15,18,33,0,2,5,6,9,54
4,201585,2010-11,00,0,TOT,22.0,50,2,434.0,68,150,0.453,0,2,0.0,24,43,0.558,57,73,130,7,10,25,31,59,160
5,201585,2011-12,00,1610612743,DEN,23.0,48,24,792.0,115,192,0.599,0,0,0.0,33,55,0.6,95,163,258,15,24,41,33,96,263
6,201585,2012-13,00,1610612743,DEN,24.0,81,81,1817.0,295,508,0.581,0,1,0.0,58,104,0.558,211,351,562,32,44,103,53,246,648
7,201585,2013-14,00,1610612763,MEM,25.0,80,22,1349.0,227,459,0.495,0,0,0.0,60,93,0.645,160,258,418,39,32,71,67,182,514
8,201585,2014-15,00,1610612763,MEM,26.0,81,3,1348.0,182,358,0.508,0,0,0.0,55,85,0.647,121,305,426,37,29,63,69,148,419
9,201585,2015-16,00,1610612758,SAC,27.0,78,14,1482.0,236,444,0.532,0,0,0.0,57,104,0.548,169,254,423,33,40,70,48,185,529
10,201585,2016-17,00,1610612758,SAC,28.0,71,62,1419.0,216,392,0.551,0,1,0.0,38,62,0.613,118,285,403,47,36,48,61,172,470
11,201585,2017-18,00,1610612758,SAC,29.0,71,12,1391.0,222,389,0.571,0,0,0.0,33,74,0.446,149,323,472,87,47,32,49,146,477
12,201585,2018-19,00,1610612758,SAC,30.0,42,1,502.0,73,153,0.477,0,0,0.0,10,24,0.417,52,125,177,36,15,18,27,68,156
