,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,203516,2014-15,00,1610612748,MIA,24.0,62,3,1051.0,101,247,0.409,31,95,0.326,79,94,0.84,51,125,176,48,25,17,39,89,312
1,203516,2015-16,00,1610612748,MIA,25.0,3,0,7.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,1,0
2,203516,2015-16,00,1610612763,MEM,25.0,10,0,40.0,4,13,0.308,2,8,0.25,6,10,0.6,4,3,7,2,4,2,2,1,16
3,203516,2015-16,00,1610612740,NOP,25.0,9,5,282.0,50,100,0.5,24,50,0.48,19,24,0.792,17,18,35,18,12,3,17,26,143
4,203516,2015-16,00,0,TOT,25.0,22,5,329.0,54,113,0.478,26,58,0.448,25,34,0.735,21,21,42,21,16,5,19,28,159
5,203516,2016-17,00,1610612763,MEM,26.0,64,28,1501.0,146,321,0.455,51,137,0.372,86,110,0.782,69,190,259,64,46,19,59,165,429
6,203516,2017-18,00,1610612763,MEM,27.0,45,14,1053.0,108,222,0.486,30,84,0.357,64,73,0.877,53,104,157,49,32,12,38,81,310
7,203516,2017-18,00,1610612765,DET,27.0,27,8,551.0,74,162,0.457,21,69,0.304,33,43,0.767,20,47,67,22,15,6,18,53,202
8,203516,2017-18,00,0,TOT,27.0,72,22,1604.0,182,384,0.474,51,153,0.333,97,116,0.836,73,151,224,71,47,18,56,134,512
9,203516,2018-19,00,1610612745,HOU,28.0,40,25,949.0,104,211,0.493,44,120,0.367,42,58,0.724,37,80,117,27,38,16,23,111,294
10,203516,2018-19,00,1610612755,PHI,28.0,18,2,281.0,34,83,0.41,11,36,0.306,16,23,0.696,23,42,65,14,3,7,11,39,95
11,203516,2018-19,00,0,TOT,28.0,58,27,1230.0,138,294,0.469,55,156,0.353,58,81,0.716,60,122,182,41,41,23,34,150,389
12,203516,2019-20,00,1610612755,PHI,29.0,49,0,776.0,100,226,0.442,37,106,0.349,48,61,0.787,48,102,150,41,23,14,31,85,285
13,203516,2019-20,00,1610612753,ORL,29.0,12,10,277.0,28,68,0.412,10,33,0.303,15,17,0.882,13,36,49,13,6,6,12,24,81
14,203516,2019-20,00,0,TOT,29.0,61,10,1054.0,128,294,0.435,47,139,0.338,63,78,0.808,61,138,199,54,29,20,43,109,366
